kind,arm,clock,n_target,shape,quantised,censoring_target,rho,b,check,calibration,variant,alpha,n_replicates,n_used,n_failed,n_failed_tau_only,rejection_rate,mc_se,mean_n_events,mean_n_segments,censoring_realised,mean_n_distinct_durations,mean_induced_lag1,fail_reason
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.204,0.01274299807737567,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.177,0.012069424178476784,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.047,0.006692607862410586,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.041,0.006270486424512854,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.049,0.006826346021115542,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.176,0.012042591083317577,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,0.85,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.16,0.01159310139695155,34.541,1.0,0.02813651838721477,34.541,0.004780160127695849,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.307,0.01458598642533305,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.282,0.014229406171727617,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.314,0.01467664811869522,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.288,0.014319776534569246,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.051,0.00695693898205238,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.044,0.006485676526007136,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.053,0.00708456067798138,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.294,0.014407081592050487,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.2,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.282,0.014229406171727617,34.574,1.0,0.028110417720807333,34.574,0.008389897048640836,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.843,0.01150439046625244,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.834,0.011766222843376714,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.833,0.01179453263168999,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.848,0.011353237423748348,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.096,0.009315793041926168,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.067,0.007906389820898032,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.079,0.008529888627643388,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.816,0.012253326079069309,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,D_trp_power_law,in_spec,35,1.5,False,0.0,,1.5,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.814,0.012304633273690038,34.519,1.0,0.028153945775500438,34.519,0.08694733427216915,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.066,0.007851369307324678,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.061,0.0075682891065286355,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.076,0.008379976133617566,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.061,0.0075682891065286355,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.046,0.006624499981130651,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.039,0.006122009474020765,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.047,0.006692607862410586,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.071,0.008121514637061242,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.05,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.069,0.008014923580421713,34.724,1.0,0.027992386070988695,34.724,0.0226031476455646,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.072,0.008174105455644672,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.062,0.007626008130076967,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.083,0.008724161850859944,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.063,0.007683163410991596,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.046,0.006624499981130651,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.041,0.006270486424512854,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.049,0.006826346021115542,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.073,0.008226238508577295,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.1,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.069,0.008014923580421713,34.713,1.0,0.028001008036289306,34.713,0.0507446361236953,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.106,0.009734680272099337,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.091,0.009094998625618368,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.122,0.010349685985574635,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.101,0.009528850927577786,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.069,0.008014923580421713,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.052,0.007021111023192838,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.058,0.007391616873188166,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.114,0.010050074626588601,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.15,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.108,0.009815090422405696,34.669,1.0,0.02803554907622866,34.669,0.09888692665707023,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.114,0.010050074626588601,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.095,0.00927227048785787,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.137,0.010873407929439602,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.111,0.00993373041711924,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.096,0.009315793041926168,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.08,0.008579044235810887,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.095,0.00927227048785787,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.128,0.010564847372300274,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.2,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.113,0.01001154333756789,34.802,1.0,0.027931400480420088,34.802,0.1397231803720117,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.158,0.011534123287012324,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.143,0.011070275515993266,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.2,0.01264911064067352,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.166,0.011766222843376714,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.201,0.012672766075328622,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.163,0.011680368144883106,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.167,0.01179453263168999,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.188,0.012355403676124872,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.3,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.17,0.011878552100319299,35.239,1.0,0.027594580424404647,35.239,0.22404028427763706,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.242,0.013543854695026818,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.229,0.013287550564344055,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.359,0.01516967369457893,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.324,0.014799459449588015,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.576,0.015627667772255716,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.516,0.015803290796539814,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.497,0.01581110369329099,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.318,0.014726710426975875,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,E_copula_ar1_durations,in_spec,35,1.5,False,0.0,0.5,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.3,0.014491376746189439,34.995,1.0,0.027781636338380333,34.995,0.39513164866414435,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.068,0.007960904471226871,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.06,0.007509993342207435,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.089,0.00900438781928011,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.063,0.007683163410991596,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.049,0.006826346021115542,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.047,0.006692607862410586,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.04,0.0061967733539318665,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.076,0.008379976133617566,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.05,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.069,0.008014923580421713,35.463,1.0,0.027425061020760772,7.603,-0.01737998773451749,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.05,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.067,0.007906389820898032,35.903,1.0,0.027098067907758178,5.648,-0.030037828500232445,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.05,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.054,0.007147307185227175,35.903,1.0,0.027098067907758178,5.648,-0.030037828500232445,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.05,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.052,0.007021111023192838,35.903,1.0,0.027098067907758178,5.648,-0.030037828500232445,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.05,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.048,0.006759881655768835,35.903,1.0,0.027098067907758178,5.648,-0.030037828500232445,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.053,0.00708456067798138,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.035,0.005811626278418116,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.069,0.008014923580421713,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.043,0.006414904519944158,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.047,0.006692607862410586,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.044,0.006485676526007136,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.056,0.007270763371201128,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.052,0.007021111023192838,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.1,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.041,0.006270486424512854,34.273,1.0,0.02835029626059592,7.863,-0.026949963055690068,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.1,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.047,0.006692607862410586,34.524,1.0,0.028149983110010133,5.797,-0.03047685616937775,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.1,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.053,0.00708456067798138,34.524,1.0,0.028149983110010133,5.797,-0.03047685616937775,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.1,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.043,0.006414904519944158,34.524,1.0,0.028149983110010133,5.797,-0.03047685616937775,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.1,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.044,0.006485676526007136,34.524,1.0,0.028149983110010133,5.797,-0.03047685616937775,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.059,0.007451107300260815,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.056,0.007270763371201128,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.066,0.007851369307324678,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.05,0.006892024376045111,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.046,0.006624499981130651,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.045,0.0065555320150236475,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.046,0.006624499981130651,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.06,0.007509993342207435,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.15,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.052,0.007021111023192838,32.949,1.0,0.02945594862882559,8.102,-0.03094857310644761,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.15,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.039,0.006122009474020765,33.39,1.0,0.02907822041291073,5.988,-0.02387858750827829,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.15,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.037,0.005969170796685248,33.39,1.0,0.02907822041291073,5.988,-0.02387858750827829,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.15,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.045,0.0065555320150236475,33.39,1.0,0.02907822041291073,5.988,-0.02387858750827829,
power,C_ar1_reads_carved,in_spec,35,,False,0.0,0.15,,cvm_cramer_von_mises,permutation,,0.05,1000,1000,0,0,0.046,0.006624499981130651,33.39,1.0,0.02907822041291073,5.988,-0.02387858750827829,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c1_lewis_robinson,asymptotic,,0.05,1000,1000,0,0,0.055,0.00720936890441875,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c1_lewis_robinson,permutation,,0.05,1000,1000,0,0,0.042,0.0063431853196954605,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c2_anderson_darling,asymptotic,,0.05,1000,1000,0,0,0.069,0.008014923580421713,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c2_anderson_darling,permutation,,0.05,1000,1000,0,0,0.04,0.0061967733539318665,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c5_rank_autocorr,permutation,studentized,0.05,1000,1000,0,0,0.057,0.007331507348424334,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c5_rank_autocorr,permutation,unstudentized,0.05,1000,1000,0,0,0.056,0.007270763371201128,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,c6_exchangeability,permutation,,0.05,1000,1000,0,0,0.053,0.00708456067798138,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
power,C_ar1_reads_carved,calendar,35,,False,0.0,0.2,,cvm_cramer_von_mises,asymptotic,,0.05,1000,1000,0,0,0.061,0.0075682891065286355,31.724,1.0,0.03055861141669722,8.301,-0.02481881128133058,
